Problem size:
            MT: 32
            MX: 16
            MY: 16
            NP: 30000

                  num Nodes   CPU tot  Wall tot
===============================================
mainTimer...........      1        68     85.06

                  num Nodes   CPU max  Wall max   CPU min  Wall min   CPU avg  Wall avg
=======================================================================================
mainTimer...........      1        68     85.06        68     85.06        68     85.06
Binaryrepart........      1         0         0         0         0         0         0
Boundingbox.........      1      0.74    0.8865      0.74    0.8865      0.74    0.8865
Boundingbox-bounds..      1      0.21    0.2464      0.21    0.2464      0.21    0.2464
Boundingbox-update..      1      0.52    0.6252      0.52    0.6252      0.52    0.6252
Compute Statistics..      1     10.85     10.39     10.85     10.39     10.85     10.39
ComputePotential....      1     12.74     12.66     12.74     12.66     12.74     12.66
Create Distr........      1      0.01  0.009211      0.01  0.009211      0.01  0.009211
External field eval.      1      12.4     12.45      12.4     12.45      12.4     12.45
Fast inside test....      1         0         0         0         0         0         0
Histogram...........      1         0         0         0         0         0         0
Initialize geometry.      1         0         0         0         0         0         0
Inside test.........      1         0         0         0         0         0         0
Load Distr..........      1         0         0         0         0         0         0
Particle Inside.....      1         0         0         0         0         0         0
Ray tracing.........      1         0         0         0         0         0         0
SelfField total.....      1      30.6     30.83      30.6     30.83      30.6     30.83
SF: GreensFTotal....      1      9.15     9.237      9.15     9.237      9.15     9.237
TIntegration1.......      1      1.27      1.51      1.27      1.51      1.27      1.51
TIntegration2.......      1      3.79     3.688      3.79     3.688      3.79     3.688
WakeField...........      1         0         0         0         0         0         0
Write H5-File.......      1       1.5     17.91       1.5     17.91       1.5     17.91
Write Stat..........      1      0.35    0.3583      0.35    0.3583      0.35    0.3583
